"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-15",2,8
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-15",1,11
"County Durham","E06000047","Upper tier local authority","2020-03-15",1,3
"Croydon","E09000008","Upper tier local authority","2020-03-15",6,40
"Cumbria","E10000006","Upper tier local authority","2020-03-15",1,32
"Derby","E06000015","Upper tier local authority","2020-03-15",4,11
"Derbyshire","E10000007","Upper tier local authority","2020-03-15",10,45
"Devon","E10000008","Upper tier local authority","2020-03-15",3,35
"Dorset","E06000059","Upper tier local authority","2020-03-15",1,8
"Dudley","E08000027","Upper tier local authority","2020-03-15",4,15
"Ealing","E09000009","Upper tier local authority","2020-03-15",8,41
"Enfield","E09000010","Upper tier local authority","2020-03-15",2,29
"Essex","E10000012","Upper tier local authority","2020-03-15",6,39
"Gloucestershire","E10000013","Upper tier local authority","2020-03-15",3,15
"Greenwich","E09000011","Upper tier local authority","2020-03-15",6,27
"Hackney","E09000012","Upper tier local authority","2020-03-15",2,30
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-15",3,29
"Hampshire","E10000014","Upper tier local authority","2020-03-15",11,83
"Haringey","E09000014","Upper tier local authority","2020-03-15",4,32
"Harrow","E09000015","Upper tier local authority","2020-03-15",6,39
"Havering","E09000016","Upper tier local authority","2020-03-15",4,13
"Herefordshire, County of","E06000019","Upper tier local authority","2020-03-15",3,6
"Hertfordshire","E10000015","Upper tier local authority","2020-03-15",15,61
"Hillingdon","E09000017","Upper tier local authority","2020-03-15",5,24
"Hounslow","E09000018","Upper tier local authority","2020-03-15",5,27
"Islington","E09000019","Upper tier local authority","2020-03-15",6,33
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-15",1,56
"Kent","E10000016","Upper tier local authority","2020-03-15",5,39
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-15",2,10
"Kirklees","E08000034","Upper tier local authority","2020-03-15",1,4
"Knowsley","E08000011","Upper tier local authority","2020-03-15",2,3
"Lambeth","E09000022","Upper tier local authority","2020-03-15",13,67
"Lancashire","E10000017","Upper tier local authority","2020-03-15",2,17
"Leeds","E08000035","Upper tier local authority","2020-03-15",2,14
"Leicestershire","E10000018","Upper tier local authority","2020-03-15",2,18
"Lewisham","E09000023","Upper tier local authority","2020-03-15",6,29
"Lincolnshire","E10000019","Upper tier local authority","2020-03-15",2,14
"Manchester","E08000003","Upper tier local authority","2020-03-15",3,18
"Medway","E06000035","Upper tier local authority","2020-03-15",2,13
"Merton","E09000024","Upper tier local authority","2020-03-15",1,34
"Milton Keynes","E06000042","Upper tier local authority","2020-03-15",1,6
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-15",4,13
"Newham","E09000025","Upper tier local authority","2020-03-15",7,21
"Norfolk","E10000020","Upper tier local authority","2020-03-15",1,11
"North Somerset","E06000024","Upper tier local authority","2020-03-15",1,16
"Northamptonshire","E10000021","Upper tier local authority","2020-03-15",1,20
"Northumberland","E06000057","Upper tier local authority","2020-03-15",2,3
"Nottingham","E06000018","Upper tier local authority","2020-03-15",2,17
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-15",5,36
"Oxfordshire","E10000025","Upper tier local authority","2020-03-15",5,32
"Plymouth","E06000026","Upper tier local authority","2020-03-15",3,6
"Portsmouth","E06000044","Upper tier local authority","2020-03-15",3,9
"Reading","E06000038","Upper tier local authority","2020-03-15",2,8
"Redbridge","E09000026","Upper tier local authority","2020-03-15",5,13
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-15",2,9
"Rochdale","E08000005","Upper tier local authority","2020-03-15",1,5
"Sandwell","E08000028","Upper tier local authority","2020-03-15",4,15
"Sefton","E08000014","Upper tier local authority","2020-03-15",1,6
"Sheffield","E08000019","Upper tier local authority","2020-03-15",6,36
"Slough","E06000039","Upper tier local authority","2020-03-15",4,25
"Somerset","E10000027","Upper tier local authority","2020-03-15",1,14
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-15",1,13
"South Tyneside","E08000023","Upper tier local authority","2020-03-15",1,1
"Southampton","E06000045","Upper tier local authority","2020-03-15",1,6
"Southwark","E09000028","Upper tier local authority","2020-03-15",12,75
"St. Helens","E08000013","Upper tier local authority","2020-03-15",1,3
"Staffordshire","E10000028","Upper tier local authority","2020-03-15",7,27
"Suffolk","E10000029","Upper tier local authority","2020-03-15",7,15
"Sunderland","E08000024","Upper tier local authority","2020-03-15",2,3
"Surrey","E10000030","Upper tier local authority","2020-03-15",9,60
"Swindon","E06000030","Upper tier local authority","2020-03-15",1,5
"Tameside","E08000008","Upper tier local authority","2020-03-15",3,14
"Torbay","E06000027","Upper tier local authority","2020-03-15",1,7
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-15",3,25
"Trafford","E08000009","Upper tier local authority","2020-03-15",2,15
"Walsall","E08000030","Upper tier local authority","2020-03-15",4,22
"Waltham Forest","E09000031","Upper tier local authority","2020-03-15",4,15
"Wandsworth","E09000032","Upper tier local authority","2020-03-15",12,65
"Warrington","E06000007","Upper tier local authority","2020-03-15",1,4
"Warwickshire","E10000031","Upper tier local authority","2020-03-15",3,24
"West Berkshire","E06000037","Upper tier local authority","2020-03-15",1,5
"West Sussex","E10000032","Upper tier local authority","2020-03-15",1,18
"Westminster","E09000033","Upper tier local authority","2020-03-15",5,75
"Wigan","E08000010","Upper tier local authority","2020-03-15",1,7
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-15",1,15
"Wokingham","E06000041","Upper tier local authority","2020-03-15",2,12
"Wolverhampton","E08000031","Upper tier local authority","2020-03-15",3,40
"Worcestershire","E10000034","Upper tier local authority","2020-03-15",4,19
"England","E92000001","Country","2020-03-14",317,2277
"West Midlands","E12000005","Region","2020-03-14",31,219
"East of England","E12000006","Region","2020-03-14",17,130
"North West","E12000002","Region","2020-03-14",25,191
"East Midlands","E12000004","Region","2020-03-14",19,138
"South West","E12000009","Region","2020-03-14",12,150
"London","E12000007","Region","2020-03-14",148,913
"Yorkshire and The Humber","E12000003","Region","2020-03-14",12,101
"North East","E12000001","Region","2020-03-14",6,29
"South East","E12000008","Region","2020-03-14",41,339
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-14",1,10
"Barnet","E09000003","Upper tier local authority","2020-03-14",6,43
"Barnsley","E08000016","Upper tier local authority","2020-03-14",2,6
"Bexley","E09000004","Upper tier local authority","2020-03-14",3,20
"Birmingham","E08000025","Upper tier local authority","2020-03-14",7,43
"Blackpool","E06000009","Upper tier local authority","2020-03-14",1,3
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-14",1,9
"Bradford","E08000032","Upper tier local authority","2020-03-14",2,7
"Brent","E09000005","Upper tier local authority","2020-03-14",7,40
"Bristol, City of","E06000023","Upper tier local authority","2020-03-14",2,10
"Bromley","E09000006","Upper tier local authority","2020-03-14",6,26
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-14",3,37
"Camden","E09000007","Upper tier local authority","2020-03-14",1,31
"Cheshire East","E06000049","Upper tier local authority","2020-03-14",3,10
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-14",1,10
"County Durham","E06000047","Upper tier local authority","2020-03-14",1,2
"Croydon","E09000008","Upper tier local authority","2020-03-14",14,34
"Cumbria","E10000006","Upper tier local authority","2020-03-14",6,31
"Derby","E06000015","Upper tier local authority","2020-03-14",1,7
"Derbyshire","E10000007","Upper tier local authority","2020-03-14",6,35
"Devon","E10000008","Upper tier local authority","2020-03-14",2,32
"Dorset","E06000059","Upper tier local authority","2020-03-14",2,7
"Dudley","E08000027","Upper tier local authority","2020-03-14",2,11
"Ealing","E09000009","Upper tier local authority","2020-03-14",2,33
"Enfield","E09000010","Upper tier local authority","2020-03-14",7,27
"Essex","E10000012","Upper tier local authority","2020-03-14",4,33
"Greenwich","E09000011","Upper tier local authority","2020-03-14",2,21
"Hackney","E09000012","Upper tier local authority","2020-03-14",5,28
"Halton","E06000006","Upper tier local authority","2020-03-14",1,4
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-14",2,26
"Hampshire","E10000014","Upper tier local authority","2020-03-14",5,72
"Haringey","E09000014","Upper tier local authority","2020-03-14",1,28
"Harrow","E09000015","Upper tier local authority","2020-03-14",9,33
"Havering","E09000016","Upper tier local authority","2020-03-14",2,9
"Herefordshire, County of","E06000019","Upper tier local authority","2020-03-14",1,3
"Hertfordshire","E10000015","Upper tier local authority","2020-03-14",4,46
"Hillingdon","E09000017","Upper tier local authority","2020-03-14",1,19
"Hounslow","E09000018","Upper tier local authority","2020-03-14",4,22
"Islington","E09000019","Upper tier local authority","2020-03-14",5,27
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-14",3,55
"Kent","E10000016","Upper tier local authority","2020-03-14",5,34
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-14",3,8
"Lambeth","E09000022","Upper tier local authority","2020-03-14",10,54
"Leicestershire","E10000018","Upper tier local authority","2020-03-14",1,16
"Lewisham","E09000023","Upper tier local authority","2020-03-14",2,23
"Liverpool","E08000012","Upper tier local authority","2020-03-14",2,13
"Merton","E09000024","Upper tier local authority","2020-03-14",6,33
"Middlesbrough","E06000002","Upper tier local authority","2020-03-14",1,1
"Milton Keynes","E06000042","Upper tier local authority","2020-03-14",1,5
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-14",2,9
"Newham","E09000025","Upper tier local authority","2020-03-14",4,14
"Norfolk","E10000020","Upper tier local authority","2020-03-14",1,10
"North Somerset","E06000024","Upper tier local authority","2020-03-14",2,15
"North Tyneside","E08000022","Upper tier local authority","2020-03-14",1,6
"North Yorkshire","E10000023","Upper tier local authority","2020-03-14",1,11
"Northamptonshire","E10000021","Upper tier local authority","2020-03-14",2,19
"Nottingham","E06000018","Upper tier local authority","2020-03-14",1,15
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-14",8,31
"Oldham","E08000004","Upper tier local authority","2020-03-14",1,10
"Peterborough","E06000031","Upper tier local authority","2020-03-14",2,2
"Portsmouth","E06000044","Upper tier local authority","2020-03-14",3,6
"Reading","E06000038","Upper tier local authority","2020-03-14",3,6
"Redbridge","E09000026","Upper tier local authority","2020-03-14",3,8
"Sandwell","E08000028","Upper tier local authority","2020-03-14",3,11
"Sefton","E08000014","Upper tier local authority","2020-03-14",2,5
"Sheffield","E08000019","Upper tier local authority","2020-03-14",6,30
"Slough","E06000039","Upper tier local authority","2020-03-14",2,21
"Somerset","E10000027","Upper tier local authority","2020-03-14",2,13
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-14",1,4
"Southwark","E09000028","Upper tier local authority","2020-03-14",10,63
"Staffordshire","E10000028","Upper tier local authority","2020-03-14",4,20
"Stockport","E08000007","Upper tier local authority","2020-03-14",3,12
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-14",1,5
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-14",1,3
"Suffolk","E10000029","Upper tier local authority","2020-03-14",4,8
"Surrey","E10000030","Upper tier local authority","2020-03-14",9,51
"Sutton","E09000029","Upper tier local authority","2020-03-14",2,14
"Tameside","E08000008","Upper tier local authority","2020-03-14",2,11
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-14",1,7
"Thurrock","E06000034","Upper tier local authority","2020-03-14",1,3
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-14",3,22
"Trafford","E08000009","Upper tier local authority","2020-03-14",1,13
"Walsall","E08000030","Upper tier local authority","2020-03-14",2,18
"Waltham Forest","E09000031","Upper tier local authority","2020-03-14",3,11
"Wandsworth","E09000032","Upper tier local authority","2020-03-14",11,53
"Warwickshire","E10000031","Upper tier local authority","2020-03-14",1,21
"West Berkshire","E06000037","Upper tier local authority","2020-03-14",1,4
"West Sussex","E10000032","Upper tier local authority","2020-03-14",6,17
"Westminster","E09000033","Upper tier local authority","2020-03-14",10,70
"Wigan","E08000010","Upper tier local authority","2020-03-14",1,6
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-14",3,14
"Wirral","E08000015","Upper tier local authority","2020-03-14",2,8
"Wolverhampton","E08000031","Upper tier local authority","2020-03-14",8,37
"Worcestershire","E10000034","Upper tier local authority","2020-03-14",1,15
"York","E06000014","Upper tier local authority","2020-03-14",1,5
"England","E92000001","Country","2020-03-13",390,1960
"West Midlands","E12000005","Region","2020-03-13",40,188
"East of England","E12000006","Region","2020-03-13",36,113
"North West","E12000002","Region","2020-03-13",41,166
"East Midlands","E12000004","Region","2020-03-13",22,119
"South West","E12000009","Region","2020-03-13",31,138
"London","E12000007","Region","2020-03-13",137,765
"Yorkshire and The Humber","E12000003","Region","2020-03-13",12,89
"North East","E12000001","Region","2020-03-13",6,23
"South East","E12000008","Region","2020-03-13",51,298
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-13",1,9
"Barnet","E09000003","Upper tier local authority","2020-03-13",6,37
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-13",1,4
"Bedford","E06000055","Upper tier local authority","2020-03-13",1,1
"Bexley","E09000004","Upper tier local authority","2020-03-13",4,17
"Birmingham","E08000025","Upper tier local authority","2020-03-13",14,36
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-13",1,1
"Bolton","E08000001","Upper tier local authority","2020-03-13",1,7
"Brent","E09000005","Upper tier local authority","2020-03-13",3,33
"Brighton and Hove","E06000043","Upper tier local authority","2020-03-13",2,8
"Bristol, City of","E06000023","Upper tier local authority","2020-03-13",3,8
"Bromley","E09000006","Upper tier local authority","2020-03-13",4,20
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-13",6,34
"Bury","E08000002","Upper tier local authority","2020-03-13",3,7
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-13",4,14
"Camden","E09000007","Upper tier local authority","2020-03-13",5,30
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-13",3,6
"Cheshire East","E06000049","Upper tier local authority","2020-03-13",2,7
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-13",1,9
"Croydon","E09000008","Upper tier local authority","2020-03-13",5,20
"Cumbria","E10000006","Upper tier local authority","2020-03-13",7,25
"Derby","E06000015","Upper tier local authority","2020-03-13",1,6
"Derbyshire","E10000007","Upper tier local authority","2020-03-13",8,29
"Devon","E10000008","Upper tier local authority","2020-03-13",6,30
"Dorset","E06000059","Upper tier local authority","2020-03-13",1,5
"Dudley","E08000027","Upper tier local authority","2020-03-13",1,9
"Ealing","E09000009","Upper tier local authority","2020-03-13",3,31
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-13",4,10
"East Sussex","E10000011","Upper tier local authority","2020-03-13",1,6
"Enfield","E09000010","Upper tier local authority","2020-03-13",4,20
"Essex","E10000012","Upper tier local authority","2020-03-13",11,29
"Gloucestershire","E10000013","Upper tier local authority","2020-03-13",3,12
"Greenwich","E09000011","Upper tier local authority","2020-03-13",5,19
"Hackney","E09000012","Upper tier local authority","2020-03-13",4,23
"Halton","E06000006","Upper tier local authority","2020-03-13",1,3
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-13",3,24
"Hampshire","E10000014","Upper tier local authority","2020-03-13",15,67
"Haringey","E09000014","Upper tier local authority","2020-03-13",8,27
"Harrow","E09000015","Upper tier local authority","2020-03-13",4,24
"Havering","E09000016","Upper tier local authority","2020-03-13",1,7
"Herefordshire, County of","E06000019","Upper tier local authority","2020-03-13",1,2
"Hertfordshire","E10000015","Upper tier local authority","2020-03-13",9,42
"Hillingdon","E09000017","Upper tier local authority","2020-03-13",3,18
"Hounslow","E09000018","Upper tier local authority","2020-03-13",5,18
"Islington","E09000019","Upper tier local authority","2020-03-13",6,22
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-13",3,52
"Kent","E10000016","Upper tier local authority","2020-03-13",7,29
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-13",1,5
"Lambeth","E09000022","Upper tier local authority","2020-03-13",11,44
"Lancashire","E10000017","Upper tier local authority","2020-03-13",3,15
"Leicester","E06000016","Upper tier local authority","2020-03-13",1,3
"Leicestershire","E10000018","Upper tier local authority","2020-03-13",2,15
"Lewisham","E09000023","Upper tier local authority","2020-03-13",3,21
"Liverpool","E08000012","Upper tier local authority","2020-03-13",2,11
"Luton","E06000032","Upper tier local authority","2020-03-13",1,3
"Manchester","E08000003","Upper tier local authority","2020-03-13",7,15
"Medway","E06000035","Upper tier local authority","2020-03-13",3,11
"Merton","E09000024","Upper tier local authority","2020-03-13",7,27
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-13",2,7
"Newham","E09000025","Upper tier local authority","2020-03-13",3,10
"Norfolk","E10000020","Upper tier local authority","2020-03-13",6,9
"North Somerset","E06000024","Upper tier local authority","2020-03-13",2,13
"North Tyneside","E08000022","Upper tier local authority","2020-03-13",3,5
"North Yorkshire","E10000023","Upper tier local authority","2020-03-13",2,10
"Northamptonshire","E10000021","Upper tier local authority","2020-03-13",2,17
"Northumberland","E06000057","Upper tier local authority","2020-03-13",1,1
"Nottingham","E06000018","Upper tier local authority","2020-03-13",4,14
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-13",4,23
"Oldham","E08000004","Upper tier local authority","2020-03-13",2,9
"Oxfordshire","E10000025","Upper tier local authority","2020-03-13",3,27
"Plymouth","E06000026","Upper tier local authority","2020-03-13",2,3
"Portsmouth","E06000044","Upper tier local authority","2020-03-13",1,3
"Redbridge","E09000026","Upper tier local authority","2020-03-13",3,5
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-13",3,7
"Rochdale","E08000005","Upper tier local authority","2020-03-13",1,4
"Rotherham","E08000018","Upper tier local authority","2020-03-13",1,5
"Salford","E08000006","Upper tier local authority","2020-03-13",2,4
"Sandwell","E08000028","Upper tier local authority","2020-03-13",2,8
"Sheffield","E08000019","Upper tier local authority","2020-03-13",4,24
"Slough","E06000039","Upper tier local authority","2020-03-13",3,19
"Somerset","E10000027","Upper tier local authority","2020-03-13",3,11
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-13",3,12
"Southampton","E06000045","Upper tier local authority","2020-03-13",2,5
"Southwark","E09000028","Upper tier local authority","2020-03-13",8,53
"St. Helens","E08000013","Upper tier local authority","2020-03-13",1,2
"Staffordshire","E10000028","Upper tier local authority","2020-03-13",6,16
"Stockport","E08000007","Upper tier local authority","2020-03-13",3,9
"Suffolk","E10000029","Upper tier local authority","2020-03-13",1,4
"Surrey","E10000030","Upper tier local authority","2020-03-13",5,42
"Sutton","E09000029","Upper tier local authority","2020-03-13",4,12
"Swindon","E06000030","Upper tier local authority","2020-03-13",2,4
"Tameside","E08000008","Upper tier local authority","2020-03-13",2,9
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-13",3,19
"Trafford","E08000009","Upper tier local authority","2020-03-13",2,12
"Walsall","E08000030","Upper tier local authority","2020-03-13",2,16
"Waltham Forest","E09000031","Upper tier local authority","2020-03-13",2,8
"Wandsworth","E09000032","Upper tier local authority","2020-03-13",4,42
"Warwickshire","E10000031","Upper tier local authority","2020-03-13",3,20
"West Sussex","E10000032","Upper tier local authority","2020-03-13",3,11
"Westminster","E09000033","Upper tier local authority","2020-03-13",8,60
"Wiltshire","E06000054","Upper tier local authority","2020-03-13",4,13
"Wirral","E08000015","Upper tier local authority","2020-03-13",1,6
"Wolverhampton","E08000031","Upper tier local authority","2020-03-13",11,29
"York","E06000014","Upper tier local authority","2020-03-13",1,4
"England","E92000001","Country","2020-03-12",420,1570
"West Midlands","E12000005","Region","2020-03-12",52,148
"East of England","E12000006","Region","2020-03-12",17,77
"North West","E12000002","Region","2020-03-12",39,125
"East Midlands","E12000004","Region","2020-03-12",18,97
"South West","E12000009","Region","2020-03-12",24,107
"London","E12000007","Region","2020-03-12",167,628
"Yorkshire and The Humber","E12000003","Region","2020-03-12",14,77
"North East","E12000001","Region","2020-03-12",2,17
"South East","E12000008","Region","2020-03-12",78,247
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-12",4,8
"Barnet","E09000003","Upper tier local authority","2020-03-12",5,31
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-12",2,3
"Bexley","E09000004","Upper tier local authority","2020-03-12",5,13
"Birmingham","E08000025","Upper tier local authority","2020-03-12",7,22
"Blackpool","E06000009","Upper tier local authority","2020-03-12",1,2
"Bolton","E08000001","Upper tier local authority","2020-03-12",1,6
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-12",3,8
"Bradford","E08000032","Upper tier local authority","2020-03-12",2,5
"Brent","E09000005","Upper tier local authority","2020-03-12",10,30
"Bristol, City of","E06000023","Upper tier local authority","2020-03-12",1,5
"Bromley","E09000006","Upper tier local authority","2020-03-12",6,16
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-12",10,28
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-12",4,10
"Camden","E09000007","Upper tier local authority","2020-03-12",5,25
"Cheshire East","E06000049","Upper tier local authority","2020-03-12",3,5
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-12",1,6
"Coventry","E08000026","Upper tier local authority","2020-03-12",2,7
"Croydon","E09000008","Upper tier local authority","2020-03-12",8,15
"Cumbria","E10000006","Upper tier local authority","2020-03-12",6,18
"Darlington","E06000005","Upper tier local authority","2020-03-12",1,2
"Derbyshire","E10000007","Upper tier local authority","2020-03-12",2,21
"Devon","E10000008","Upper tier local authority","2020-03-12",2,24
"Dorset","E06000059","Upper tier local authority","2020-03-12",2,4
"Dudley","E08000027","Upper tier local authority","2020-03-12",4,8
"Ealing","E09000009","Upper tier local authority","2020-03-12",4,28
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-12",2,6
"East Sussex","E10000011","Upper tier local authority","2020-03-12",2,5
"Enfield","E09000010","Upper tier local authority","2020-03-12",6,16
"Essex","E10000012","Upper tier local authority","2020-03-12",7,18
"Gateshead","E08000037","Upper tier local authority","2020-03-12",1,1
"Gloucestershire","E10000013","Upper tier local authority","2020-03-12",2,9
"Greenwich","E09000011","Upper tier local authority","2020-03-12",6,14
"Hackney","E09000012","Upper tier local authority","2020-03-12",6,20
"Halton","E06000006","Upper tier local authority","2020-03-12",2,2
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-12",1,21
"Hampshire","E10000014","Upper tier local authority","2020-03-12",24,52
"Haringey","E09000014","Upper tier local authority","2020-03-12",7,19
"Harrow","E09000015","Upper tier local authority","2020-03-12",8,20
"Havering","E09000016","Upper tier local authority","2020-03-12",1,6
"Hertfordshire","E10000015","Upper tier local authority","2020-03-12",2,33
"Hillingdon","E09000017","Upper tier local authority","2020-03-12",4,15
"Hounslow","E09000018","Upper tier local authority","2020-03-12",1,13
"Islington","E09000019","Upper tier local authority","2020-03-12",10,16
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-12",6,49
"Kent","E10000016","Upper tier local authority","2020-03-12",6,22
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-12",1,4
"Knowsley","E08000011","Upper tier local authority","2020-03-12",1,1
"Lambeth","E09000022","Upper tier local authority","2020-03-12",4,33
"Lancashire","E10000017","Upper tier local authority","2020-03-12",5,12
"Leeds","E08000035","Upper tier local authority","2020-03-12",1,12
"Leicester","E06000016","Upper tier local authority","2020-03-12",1,2
"Leicestershire","E10000018","Upper tier local authority","2020-03-12",2,13
"Lewisham","E09000023","Upper tier local authority","2020-03-12",9,18
"Lincolnshire","E10000019","Upper tier local authority","2020-03-12",3,12
"Liverpool","E08000012","Upper tier local authority","2020-03-12",3,9
"Medway","E06000035","Upper tier local authority","2020-03-12",1,8
"Merton","E09000024","Upper tier local authority","2020-03-12",3,20
"Milton Keynes","E06000042","Upper tier local authority","2020-03-12",1,4
"Newham","E09000025","Upper tier local authority","2020-03-12",2,7
"Norfolk","E10000020","Upper tier local authority","2020-03-12",1,3
"North Somerset","E06000024","Upper tier local authority","2020-03-12",5,11
"North Yorkshire","E10000023","Upper tier local authority","2020-03-12",3,8
"Northamptonshire","E10000021","Upper tier local authority","2020-03-12",3,15
"Nottingham","E06000018","Upper tier local authority","2020-03-12",3,10
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-12",4,19
"Oldham","E08000004","Upper tier local authority","2020-03-12",1,7
"Oxfordshire","E10000025","Upper tier local authority","2020-03-12",1,24
"Portsmouth","E06000044","Upper tier local authority","2020-03-12",1,2
"Reading","E06000038","Upper tier local authority","2020-03-12",1,3
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-12",1,4
"Salford","E08000006","Upper tier local authority","2020-03-12",1,2
"Sandwell","E08000028","Upper tier local authority","2020-03-12",4,6
"Sefton","E08000014","Upper tier local authority","2020-03-12",2,3
"Sheffield","E08000019","Upper tier local authority","2020-03-12",2,20
"Shropshire","E06000051","Upper tier local authority","2020-03-12",10,22
"Slough","E06000039","Upper tier local authority","2020-03-12",6,16
"Somerset","E10000027","Upper tier local authority","2020-03-12",3,8
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-12",3,9
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-12",1,3
"Southwark","E09000028","Upper tier local authority","2020-03-12",10,45
"Staffordshire","E10000028","Upper tier local authority","2020-03-12",3,10
"Stockport","E08000007","Upper tier local authority","2020-03-12",1,6
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-12",2,2
"Suffolk","E10000029","Upper tier local authority","2020-03-12",2,3
"Surrey","E10000030","Upper tier local authority","2020-03-12",16,37
"Sutton","E09000029","Upper tier local authority","2020-03-12",2,8
"Tameside","E08000008","Upper tier local authority","2020-03-12",4,7
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-12",5,16
"Trafford","E08000009","Upper tier local authority","2020-03-12",3,10
"Wakefield","E08000036","Upper tier local authority","2020-03-12",4,5
"Walsall","E08000030","Upper tier local authority","2020-03-12",7,14
"Waltham Forest","E09000031","Upper tier local authority","2020-03-12",1,6
"Wandsworth","E09000032","Upper tier local authority","2020-03-12",12,38
"Warrington","E06000007","Upper tier local authority","2020-03-12",2,3
"Warwickshire","E10000031","Upper tier local authority","2020-03-12",4,17
"West Berkshire","E06000037","Upper tier local authority","2020-03-12",2,3
"West Sussex","E10000032","Upper tier local authority","2020-03-12",1,8
"Westminster","E09000033","Upper tier local authority","2020-03-12",14,52
"Wigan","E08000010","Upper tier local authority","2020-03-12",1,5
"Wiltshire","E06000054","Upper tier local authority","2020-03-12",1,9
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-12",4,11
"Wirral","E08000015","Upper tier local authority","2020-03-12",1,5
"Wokingham","E06000041","Upper tier local authority","2020-03-12",2,10
"Wolverhampton","E08000031","Upper tier local authority","2020-03-12",5,18
"Worcestershire","E10000034","Upper tier local authority","2020-03-12",4,14
"England","E92000001","Country","2020-03-11",365,1150
"West Midlands","E12000005","Region","2020-03-11",40,96
"East of England","E12000006","Region","2020-03-11",13,60
"North West","E12000002","Region","2020-03-11",17,86
"East Midlands","E12000004","Region","2020-03-11",25,79
"South West","E12000009","Region","2020-03-11",19,83
"London","E12000007","Region","2020-03-11",184,461
"Yorkshire and The Humber","E12000003","Region","2020-03-11",10,63
"North East","E12000001","Region","2020-03-11",1,15
"South East","E12000008","Region","2020-03-11",46,169
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-11",1,4
"Barnet","E09000003","Upper tier local authority","2020-03-11",11,26
"Barnsley","E08000016","Upper tier local authority","2020-03-11",1,4
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-11",1,1
"Bexley","E09000004","Upper tier local authority","2020-03-11",4,8
"Birmingham","E08000025","Upper tier local authority","2020-03-11",6,15
